,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
58,Cascading:low >= high,2,0.0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24188387393951416,2.922657322883606,0.02309727668762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
59,Cascading:low >= high,2,0.0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24598360061645508,2.935839891433716,0.02309727668762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
60,Cascading:low >= high,2,0.3919270833333333,7,10,0.38961038961038963,0.3684210526315789,0.2727272727272727,0.36363636363636365,0.33766233766233766,0.5194805194805194,0.44155844155844154,0.4155844155844156,0.4675324675324675,0.34210526315789475,0.06782524618381885,0.250083327293396,2.940597343444824,0.023807835578918458,0.8378182870370371,0.8465991316931982,0.8439306358381503,0.8480463096960926,0.8350217076700435,0.8422575976845152,0.8422575976845152,0.8437047756874095,0.8162083936324168,0.8306801736613604,0.8294797687861272,0.00942567818355079,RCA+kNN,pima-indians
61,Cascading:low >= high,2,0.3958333333333333,7,50,0.37662337662337664,0.3684210526315789,0.38961038961038963,0.35064935064935066,0.35064935064935066,0.45454545454545453,0.4675324675324675,0.38961038961038963,0.4155844155844156,0.39473684210526316,0.03776276349367052,0.2541830539703369,2.9915446758270265,0.024514937400817872,0.8278356481481481,0.829232995658466,0.8265895953757225,0.829232995658466,0.8277858176555717,0.8350217076700435,0.8277858176555717,0.8277858176555717,0.8191027496382055,0.829232995658466,0.8265895953757225,0.0036996412121659394,RCA+kNN,pima-indians
62,Cascading:low >= high,2,0.0,7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25828278064727783,3.0194823503494264,0.024514937400817872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
63,Cascading:low >= high,2,0.0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26238250732421875,3.0324917316436766,0.024514937400817872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
64,Cascading:low >= high,2,0.0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26648223400115967,3.0418413162231444,0.024514937400817872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
65,Cascading:low >= high,2,0.3645833333333333,10,10,0.37662337662337664,0.3684210526315789,0.38961038961038963,0.35064935064935066,0.36363636363636365,0.37662337662337664,0.36363636363636365,0.3246753246753247,0.37662337662337664,0.35526315789473684,0.017179735904653586,0.2705819606781006,3.0526173591613768,0.02520861625671387,0.8310185185185185,0.8321273516642547,0.8323699421965318,0.8335745296671491,0.8335745296671491,0.8364688856729378,0.8335745296671491,0.8335745296671491,0.829232995658466,0.8234442836468886,0.8222543352601156,0.004430159742508129,RCA+kNN,pima-indians
66,Cascading:low >= high,2,0.0,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746816873550415,3.0665683507919312,0.02520861625671387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
67,Cascading:low >= high,2,0.0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787814140319824,3.0802525520324706,0.02520861625671387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCA+kNN,pima-indians
